number,Type,Date,Time,num_Sats,HDOP,Lat,Lon,Notes
#1304,71899,1/12/2010,5:40:08 a.m.,6,1,-12.10146,-141.95284,Fix
#1346,71899,1/17/2010,11:16:38 a.m.,6,1,-12.10146,-141.95267,Fix
#1427,71899,1/27/2010,1:34:39 p.m.,5,1,-12.10146,-141.953,Fix
#1572,71899,2/14/2010,2:50:08 p.m.,5,2,-12.10146,-141.95313,Fix
#1009,71899,12/6/2009,11:48:38 a.m.,6,2,-12.10145,-141.95274,Fix
#1146,71899,12/23/2009,1:10:56 p.m.,6,1,-12.10145,-141.9527,Fix
#1203,71899,12/30/2009,3:34:56 p.m.,6,1,-12.10145,-141.95316,Fix
#1214,71899,1/1/2010,12:28:39 a.m.,5,1,-12.10145,-141.95308,Fix
#1052,71899,12/11/2009,8:16:41 p.m.,8,1,-12.10144,-141.95274,Fix
#1074,71899,12/14/2009,1:58:38 p.m.,6,1,-12.10144,-141.95273,Fix
#1198,71899,12/30/2009,12:38:32 a.m.,5,2,-12.10144,-141.95349,Fix
#1306,71899,1/12/2010,11:41:08 a.m.,5,5,-12.10144,-141.95336,Fix
#1647,71899,2/23/2010,11:04:02 p.m.,5,4,-12.10144,-141.9535,Fix
#1072,71899,12/14/2009,7:58:38 a.m.,6,2,-12.10143,-141.95286,Fix
#1177,71899,12/27/2009,9:48:56 a.m.,5,1,-12.10143,-141.95323,Fix
#1243,71899,1/4/2010,3:08:20 p.m.,5,1,-12.10143,-141.95281,Fix
#1732,71899,3/6/2010,1:03:38 p.m.,4,4,-12.10143,-141.95334,Fix
#1113,71899,12/19/2009,10:36:27 a.m.,4,1,-12.10142,-141.95331,Fix
#1195,71899,12/29/2009,3:38:38 p.m.,7,1,-12.10142,-141.95299,Fix
#1277,71899,1/8/2010,8:50:38 p.m.,6,1,-12.10142,-141.95282,Fix
#1282,71899,1/9/2010,11:49:39 a.m.,6,2,-12.10142,-141.95268,Fix
#1289,71899,1/10/2010,8:48:26 a.m.,5,3,-12.10142,-141.95304,Fix
#1291,71899,1/10/2010,2:46:39 p.m.,5,1,-12.10142,-141.95262,Fix
#1314,71899,1/13/2010,11:34:39 a.m.,8,1,-12.10142,-141.95276,Fix
#1358,71899,1/18/2010,11:12:39 p.m.,4,2,-12.10142,-141.95345,Fix
#1076,71899,12/14/2009,8:00:02 p.m.,6,2,-12.10141,-141.9535,Fix
#1107,71899,12/18/2009,4:38:38 p.m.,7,1,-12.10141,-141.9527,Fix
#1275,71899,1/8/2010,2:51:38 p.m.,4,2,-12.10141,-141.95338,Fix
#1280,71899,1/9/2010,5:49:39 a.m.,4,2,-12.10141,-141.95274,Fix
#1785,71899,3/13/2010,3:22:56 a.m.,6,1,-12.10141,-141.95289,Fix
#1010,71899,12/6/2009,2:47:38 p.m.,5,1,-12.1014,-141.95355,Fix
#1091,71899,12/16/2009,4:50:38 p.m.,8,1,-12.1014,-141.95272,Fix
#1108,71899,12/18/2009,7:38:26 p.m.,5,1,-12.1014,-141.95272,Fix
#1137,71899,12/22/2009,10:18:50 a.m.,5,3,-12.1014,-141.95355,Fix
#1259,71899,1/6/2010,3:01:50 p.m.,5,1,-12.1014,-141.95285,Fix
#1386,71899,1/22/2010,10:57:38 a.m.,5,4,-12.1014,-141.95314,Fix
#1032,71899,12/9/2009,8:31:38 a.m.,4,2,-12.10139,-141.9532,Fix
#1234,71899,1/3/2010,12:14:38 p.m.,7,2,-12.10139,-141.95277,Fix
#1251,71899,1/5/2010,3:04:26 p.m.,4,1,-12.10139,-141.95272,Fix
#1256,71899,1/6/2010,6:02:38 a.m.,7,2,-12.10139,-141.95271,Fix
#1283,71899,1/9/2010,2:49:56 p.m.,6,2,-12.10139,-141.95276,Fix
#1298,71899,1/11/2010,11:42:38 a.m.,5,2,-12.10139,-141.95297,Fix
#1179,71899,12/27/2009,3:47:38 p.m.,7,1,-12.10138,-141.9528,Fix
#1411,71899,1/25/2010,1:43:38 p.m.,7,1,-12.10138,-141.95261,Fix
#1546,71899,2/11/2010,9:10:38 a.m.,4,2,-12.10138,-141.95312,Fix
#1699,71899,3/2/2010,10:25:08 a.m.,5,2,-12.10138,-141.95334,Fix
#1011,71899,12/6/2009,5:47:38 p.m.,6,4,-12.10137,-141.95356,Fix
#1082,71899,12/15/2009,1:55:38 p.m.,5,1,-12.10137,-141.95288,Fix
#1178,71899,12/27/2009,12:49:08 p.m.,5,1,-12.10137,-141.95312,Fix
#1188,71899,12/28/2009,6:42:38 p.m.,5,1,-12.10137,-141.95293,Fix
#1267,71899,1/7/2010,2:57:41 p.m.,7,1,-12.10137,-141.95283,Fix
#1331,71899,1/15/2010,2:25:39 p.m.,8,1,-12.10137,-141.95291,Fix
#1348,71899,1/17/2010,5:16:32 p.m.,3,3,-12.10137,-141.95231,Fix
#1675,71899,2/27/2010,10:42:38 a.m.,8,1,-12.10137,-141.95274,Fix
#1739,71899,3/7/2010,9:59:39 a.m.,8,1,-12.10137,-141.95259,Fix
#1772,71899,3/11/2010,12:32:38 p.m.,8,1,-12.10137,-141.95257,Fix
#993,71899,12/4/2009,12:00:38 p.m.,5,2,-12.10136,-141.95358,Fix
#1201,71899,12/30/2009,9:37:38 a.m.,5,1,-12.10136,-141.95344,Fix
#1249,71899,1/5/2010,9:05:39 a.m.,5,1,-12.10136,-141.95257,Fix
#1266,71899,1/7/2010,11:57:38 a.m.,5,2,-12.10136,-141.95285,Fix
#1269,71899,1/7/2010,8:58:08 p.m.,4,2,-12.10136,-141.95323,Fix
#1548,71899,2/11/2010,3:10:41 p.m.,6,2,-12.10136,-141.95335,Fix
#1035,71899,12/9/2009,5:29:02 p.m.,4,2,-12.10135,-141.95346,Fix
#1139,71899,12/22/2009,4:17:08 p.m.,6,1,-12.10135,-141.95361,Fix
#1224,71899,1/2/2010,6:20:56 a.m.,4,4,-12.10135,-141.95251,Fix
#1294,71899,1/10/2010,11:45:09 p.m.,4,2,-12.10135,-141.95346,Fix
#1309,71899,1/12/2010,8:38:39 p.m.,6,1,-12.10135,-141.95271,Fix
#1319,71899,1/14/2010,2:32:02 a.m.,5,1,-12.10135,-141.95277,Fix
#1321,71899,1/14/2010,8:30:42 a.m.,5,1,-12.10135,-141.95259,Fix
#1362,71899,1/19/2010,11:09:38 a.m.,8,2,-12.10135,-141.95278,Fix
#1364,71899,1/19/2010,5:08:39 p.m.,7,1,-12.10135,-141.95257,Fix
#1684,71899,2/28/2010,1:35:38 p.m.,6,5,-12.10135,-141.95326,Fix
#1003,71899,12/5/2009,5:52:56 p.m.,8,1,-12.10134,-141.95276,Fix
#1078,71899,12/15/2009,1:58:56 a.m.,5,1,-12.10134,-141.95375,Fix
#1145,71899,12/23/2009,10:11:38 a.m.,5,1,-12.10134,-141.9536,Fix
#1235,71899,1/3/2010,3:13:38 p.m.,6,1,-12.10134,-141.95279,Fix
#1237,71899,1/3/2010,9:12:38 p.m.,6,1,-12.10134,-141.9529,Fix
#1724,71899,3/5/2010,1:05:39 p.m.,6,3,-12.10134,-141.95332,Fix
#1347,71899,1/17/2010,2:16:39 p.m.,9,1,-12.10133,-141.95257,Fix
#1095,71899,12/17/2009,4:48:08 a.m.,6,1,-12.10132,-141.95272,Fix
#1208,71899,12/31/2009,6:32:38 a.m.,6,1,-12.10132,-141.9527,Fix
#1202,71899,12/30/2009,12:34:38 p.m.,7,2,-12.10131,-141.95282,Fix
#1363,71899,1/19/2010,2:08:26 p.m.,4,1,-12.10131,-141.95256,Fix
#1474,71899,2/2/2010,9:55:44 a.m.,5,1,-12.10131,-141.95337,Fix
#1090,71899,12/16/2009,1:51:56 p.m.,5,1,-12.1013,-141.95276,Fix
#1341,71899,1/16/2010,8:18:50 p.m.,6,2,-12.1013,-141.95285,Fix
#1353,71899,1/18/2010,8:15:26 a.m.,6,1,-12.1013,-141.9537,Fix
#1458,71899,1/31/2010,10:08:32 a.m.,4,2,-12.1013,-141.95305,Fix
#1556,71899,2/12/2010,3:03:04 p.m.,5,3,-12.1013,-141.95332,Fix
#1236,71899,1/3/2010,6:13:38 p.m.,9,1,-12.10129,-141.9527,Fix
#1310,71899,1/12/2010,11:39:57 p.m.,5,1,-12.10129,-141.95342,Fix
#1359,71899,1/19/2010,2:12:02 a.m.,7,2,-12.10129,-141.95259,Fix
#1470,71899,2/1/2010,9:57:38 p.m.,3,3,-12.10129,-141.95348,Fix
#1276,71899,1/8/2010,5:50:38 p.m.,5,2,-12.10128,-141.95344,Fix
#1305,71899,1/12/2010,8:39:38 a.m.,5,1,-12.10128,-141.9527,Fix
#1330,71899,1/15/2010,11:27:02 a.m.,9,1,-12.10128,-141.95266,Fix
#1374,71899,1/20/2010,11:02:56 p.m.,5,1,-12.10128,-141.95249,Fix
#1024,71899,12/8/2009,8:36:38 a.m.,5,1,-12.10127,-141.95407,Fix
#1030,71899,12/9/2009,2:31:38 a.m.,5,1,-12.10127,-141.95398,Fix
#1142,71899,12/23/2009,1:13:57 a.m.,4,2,-12.10127,-141.95348,Fix
#1270,71899,1/7/2010,11:57:02 p.m.,5,1,-12.10127,-141.95335,Fix
#1664,71899,2/26/2010,1:49:39 a.m.,7,1,-12.10127,-141.95273,Fix
#1105,71899,12/18/2009,10:39:44 a.m.,5,4,-12.10126,-141.95321,Fix
#1228,71899,1/2/2010,6:17:38 p.m.,7,1,-12.10126,-141.95277,Fix
#1299,71899,1/11/2010,2:42:26 p.m.,5,1,-12.10126,-141.95278,Fix
#1621,71899,2/20/2010,5:19:08 p.m.,5,1,-12.10125,-141.9532,Fix
#1622,71899,2/20/2010,8:17:39 p.m.,4,5,-12.10125,-141.95347,Fix
#1756,71899,3/9/2010,12:45:02 p.m.,4,3,-12.10125,-141.95311,Fix
#1002,71899,12/5/2009,2:53:44 p.m.,6,1,-12.10124,-141.95276,Fix
#1034,71899,12/9/2009,2:29:56 p.m.,6,1,-12.10124,-141.95344,Fix
#1156,71899,12/24/2009,7:03:02 p.m.,6,1,-12.10124,-141.95248,Fix
#1196,71899,12/29/2009,6:37:28 p.m.,5,1,-12.10124,-141.95258,Fix
#1308,71899,1/12/2010,5:38:38 p.m.,9,0,-12.10124,-141.95274,Fix
#1539,71899,2/10/2010,12:15:20 p.m.,4,2,-12.10124,-141.95307,Fix
#1570,71899,2/14/2010,8:51:38 a.m.,6,1,-12.10124,-141.95325,Fix
#1603,71899,2/18/2010,11:33:03 a.m.,5,2,-12.10124,-141.95323,Fix
#1636,71899,2/22/2010,2:09:57 p.m.,6,2,-12.10124,-141.95328,Fix
#1006,71899,12/6/2009,2:51:09 a.m.,4,1,-12.10123,-141.95407,Fix
#1186,71899,12/28/2009,12:42:38 p.m.,7,1,-12.10123,-141.95276,Fix
#1410,71899,1/25/2010,10:43:38 a.m.,6,2,-12.10123,-141.95286,Fix
#1045,71899,12/10/2009,11:19:56 p.m.,5,1,-12.10122,-141.95368,Fix
#1213,71899,12/31/2009,9:29:39 p.m.,4,2,-12.10122,-141.95284,Fix
#1230,71899,1/3/2010,12:17:32 a.m.,5,3,-12.10122,-141.95281,Fix
#1356,71899,1/18/2010,5:13:49 p.m.,4,2,-12.10122,-141.95323,Fix
#1400,71899,1/24/2010,4:53:02 a.m.,3,1,-12.10122,-141.95315,Fix
#1466,71899,2/1/2010,10:02:38 a.m.,7,1,-12.10122,-141.9527,Fix
#1515,71899,2/7/2010,12:31:38 p.m.,5,3,-12.10122,-141.95305,Fix
#994,71899,12/4/2009,2:59:39 p.m.,7,1,-12.10121,-141.95269,Fix
#1192,71899,12/29/2009,6:39:38 a.m.,4,4,-12.10121,-141.95353,Fix
#1244,71899,1/4/2010,6:07:38 p.m.,5,1,-12.10121,-141.95259,Fix
#1303,71899,1/12/2010,2:39:38 a.m.,4,1,-12.10121,-141.95261,Fix
#1343,71899,1/17/2010,2:20:56 a.m.,5,1,-12.10121,-141.95265,Fix
#1350,71899,1/17/2010,11:14:38 p.m.,4,1,-12.10121,-141.95262,Fix
#1392,71899,1/23/2010,4:54:38 a.m.,4,4,-12.10121,-141.9525,Fix
#1418,71899,1/26/2010,10:40:38 a.m.,7,1,-12.10121,-141.95273,Fix
#1620,71899,2/20/2010,2:18:44 p.m.,7,1,-12.10121,-141.95321,Fix
#1707,71899,3/3/2010,10:18:57 a.m.,6,1,-12.10121,-141.95333,Fix
#1716,71899,3/4/2010,1:13:20 p.m.,6,2,-12.10121,-141.95332,Fix
#1046,71899,12/11/2009,2:19:38 a.m.,5,2,-12.1012,-141.95398,Fix
#1056,71899,12/12/2009,8:13:08 a.m.,5,1,-12.1012,-141.9526,Fix
#1079,71899,12/15/2009,4:56:40 a.m.,6,1,-12.1012,-141.95407,Fix
#1080,71899,12/15/2009,7:57:32 a.m.,5,2,-12.1012,-141.95398,Fix
#1254,71899,1/6/2010,12:03:39 a.m.,7,1,-12.1012,-141.95267,Fix
#1592,71899,2/17/2010,2:40:04 a.m.,5,2,-12.1012,-141.95296,Fix
#1635,71899,2/22/2010,11:09:54 a.m.,6,2,-12.1012,-141.95328,Fix
#1027,71899,12/8/2009,5:34:38 p.m.,6,1,-12.10119,-141.95401,Fix
#1075,71899,12/14/2009,4:58:40 p.m.,6,4,-12.10119,-141.95356,Fix
#1264,71899,1/7/2010,5:58:38 a.m.,6,1,-12.10119,-141.95255,Fix
#1307,71899,1/12/2010,2:39:44 p.m.,4,1,-12.10119,-141.95246,Fix
#1738,71899,3/7/2010,7:00:27 a.m.,5,2,-12.10119,-141.9532,Fix
#989,71899,12/4/2009,12:05:56 a.m.,5,1,-12.10118,-141.95219,Fix
#1263,71899,1/7/2010,2:59:26 a.m.,4,2,-12.10118,-141.95331,Fix
#1596,71899,2/17/2010,2:38:02 p.m.,6,2,-12.10118,-141.95319,Fix
#1663,71899,2/25/2010,10:51:14 p.m.,6,1,-12.10118,-141.95327,Fix
#1678,71899,2/27/2010,7:41:39 p.m.,7,1,-12.10118,-141.95275,Fix
#1279,71899,1/9/2010,2:49:56 a.m.,6,2,-12.10117,-141.95256,Fix
#1324,71899,1/14/2010,5:29:39 p.m.,7,1,-12.10117,-141.95246,Fix
#1514,71899,2/7/2010,9:31:40 a.m.,7,1,-12.10117,-141.95247,Fix
#1531,71899,2/9/2010,12:21:02 p.m.,5,2,-12.10117,-141.95307,Fix
#1715,71899,3/4/2010,10:11:38 a.m.,7,2,-12.10117,-141.9527,Fix
#1773,71899,3/11/2010,3:31:56 p.m.,5,1,-12.10117,-141.95274,Fix
#1204,71899,12/30/2009,6:34:39 p.m.,8,1,-12.10116,-141.95272,Fix
#1428,71899,1/27/2010,4:36:58 p.m.,6,1,-12.10116,-141.95315,Fix
#1525,71899,2/8/2010,6:26:14 p.m.,6,1,-12.10116,-141.9531,Fix
#995,71899,12/4/2009,6:00:08 p.m.,7,2,-12.10115,-141.95263,Fix
#1209,71899,12/31/2009,9:32:45 a.m.,5,1,-12.10115,-141.95306,Fix
#1318,71899,1/13/2010,11:31:39 p.m.,7,1,-12.10115,-141.95252,Fix
#1338,71899,1/16/2010,11:22:02 a.m.,6,12,-12.10115,-141.95277,Fix
#1368,71899,1/20/2010,5:06:56 a.m.,6,1,-12.10115,-141.95265,Fix
#1391,71899,1/23/2010,1:56:04 a.m.,6,1,-12.10115,-141.95254,Fix
#1396,71899,1/23/2010,4:53:41 p.m.,5,1,-12.10115,-141.95334,Fix
#1406,71899,1/24/2010,10:47:14 p.m.,4,2,-12.10115,-141.95309,Fix
#1472,71899,2/2/2010,3:56:02 a.m.,4,3,-12.10115,-141.95345,Fix
#1668,71899,2/26/2010,1:47:38 p.m.,7,2,-12.10115,-141.9527,Fix
#1714,71899,3/4/2010,7:11:56 a.m.,6,2,-12.10115,-141.95333,Fix
#1718,71899,3/4/2010,7:10:58 p.m.,6,1,-12.10115,-141.95322,Fix
#1788,71899,3/13/2010,12:19:38 p.m.,10,0,-12.10115,-141.95263,Fix
#1049,71899,12/11/2009,11:18:09 a.m.,5,9,-12.10114,-141.95408,Fix
#1081,71899,12/15/2009,10:56:38 a.m.,5,2,-12.10114,-141.95399,Fix
#1109,71899,12/18/2009,10:38:08 p.m.,5,2,-12.10114,-141.95259,Fix
#1226,71899,1/2/2010,12:18:40 p.m.,7,15,-12.10114,-141.95266,Fix
#1248,71899,1/5/2010,6:05:56 a.m.,4,2,-12.10114,-141.95254,Fix
#1335,71899,1/16/2010,2:23:38 a.m.,6,1,-12.10114,-141.95326,Fix
#1423,71899,1/27/2010,1:37:38 a.m.,5,2,-12.10114,-141.95345,Fix
#1426,71899,1/27/2010,10:34:56 a.m.,6,3,-12.10114,-141.95334,Fix
#1627,71899,2/21/2010,11:13:56 a.m.,6,1,-12.10114,-141.95334,Fix
#1649,71899,2/24/2010,5:03:51 a.m.,5,1,-12.10114,-141.95325,Fix
#1692,71899,3/1/2010,1:30:39 p.m.,6,2,-12.10114,-141.95334,Fix
#1083,71899,12/15/2009,4:55:38 p.m.,6,5,-12.10113,-141.95266,Fix
#1193,71899,12/29/2009,9:40:21 a.m.,4,2,-12.10113,-141.95262,Fix
#1271,71899,1/8/2010,2:55:56 a.m.,5,1,-12.10113,-141.95342,Fix
#1326,71899,1/14/2010,11:28:56 p.m.,6,1,-12.10113,-141.95263,Fix
#1413,71899,1/25/2010,7:44:39 p.m.,4,2,-12.10113,-141.9533,Fix
#1490,71899,2/4/2010,9:45:38 a.m.,8,1,-12.10113,-141.95276,Fix
#1517,71899,2/7/2010,6:33:56 p.m.,6,1,-12.10113,-141.95335,Fix
#1665,71899,2/26/2010,4:49:02 a.m.,4,1,-12.10113,-141.95326,Fix
#1709,71899,3/3/2010,4:15:40 p.m.,4,1,-12.10113,-141.95314,Fix
#1757,71899,3/9/2010,3:43:38 p.m.,5,1,-12.10113,-141.95329,Fix
#1058,71899,12/12/2009,2:11:41 p.m.,6,1,-12.10112,-141.95267,Fix
#1180,71899,12/27/2009,6:47:39 p.m.,8,1,-12.10112,-141.95256,Fix
#1187,71899,12/28/2009,3:42:38 p.m.,6,1,-12.10112,-141.95265,Fix
#1286,71899,1/9/2010,11:48:32 p.m.,4,2,-12.10112,-141.95283,Fix
#1302,71899,1/11/2010,11:40:38 p.m.,5,1,-12.10112,-141.9525,Fix
#1524,71899,2/8/2010,3:26:02 p.m.,6,2,-12.10112,-141.9532,Fix
#1585,71899,2/16/2010,5:45:02 a.m.,5,1,-12.10112,-141.95324,Fix
#1604,71899,2/18/2010,2:31:44 p.m.,4,4,-12.10112,-141.95316,Fix
#1246,71899,1/5/2010,12:07:38 a.m.,6,1,-12.10111,-141.95254,Fix
#1281,71899,1/9/2010,8:49:38 a.m.,4,3,-12.10111,-141.95258,Fix
#1323,71899,1/14/2010,2:29:38 p.m.,4,2,-12.10111,-141.95324,Fix
#1332,71899,1/15/2010,5:25:56 p.m.,6,2,-12.10111,-141.9534,Fix
#1336,71899,1/16/2010,5:22:38 a.m.,5,1,-12.10111,-141.95262,Fix
#1380,71899,1/21/2010,4:58:52 p.m.,5,2,-12.10111,-141.95329,Fix
#1542,71899,2/10/2010,9:13:57 p.m.,4,1,-12.10111,-141.95315,Fix
#1577,71899,2/15/2010,5:48:09 a.m.,5,2,-12.10111,-141.95326,Fix
#1606,71899,2/18/2010,8:33:56 p.m.,6,3,-12.10111,-141.9533,Fix
#1654,71899,2/24/2010,7:57:39 p.m.,5,3,-12.10111,-141.9535,Fix
#1670,71899,2/26/2010,7:46:57 p.m.,7,1,-12.10111,-141.95266,Fix
#1106,71899,12/18/2009,1:39:08 p.m.,6,1,-12.1011,-141.95247,Fix
#1189,71899,12/28/2009,9:42:57 p.m.,5,1,-12.1011,-141.9527,Fix
#1258,71899,1/6/2010,12:02:38 p.m.,5,1,-12.1011,-141.95272,Fix
#1373,71899,1/20/2010,8:03:32 p.m.,4,2,-12.1011,-141.95317,Fix
#1509,71899,2/6/2010,6:34:38 p.m.,6,1,-12.1011,-141.95329,Fix
#1605,71899,2/18/2010,5:31:38 p.m.,4,1,-12.1011,-141.95337,Fix
#1626,71899,2/21/2010,8:15:09 a.m.,6,1,-12.1011,-141.95325,Fix
#1646,71899,2/23/2010,8:04:38 p.m.,4,3,-12.1011,-141.95337,Fix
#1713,71899,3/4/2010,4:13:02 a.m.,4,1,-12.1011,-141.95341,Fix
#1726,71899,3/5/2010,7:05:39 p.m.,6,2,-12.1011,-141.9529,Fix
#1735,71899,3/6/2010,10:02:56 p.m.,5,1,-12.1011,-141.95336,Fix
#1779,71899,3/12/2010,9:26:08 a.m.,6,1,-12.1011,-141.95335,Fix
#1029,71899,12/8/2009,11:33:26 p.m.,5,1,-12.10109,-141.95414,Fix
#1086,71899,12/16/2009,1:54:38 a.m.,8,1,-12.10109,-141.9525,Fix
#1242,71899,1/4/2010,12:08:38 p.m.,7,1,-12.10109,-141.95269,Fix
#1285,71899,1/9/2010,8:48:38 p.m.,6,1,-12.10109,-141.95223,Fix
#1383,71899,1/22/2010,1:57:38 a.m.,5,1,-12.10109,-141.95329,Fix
#1388,71899,1/22/2010,4:56:41 p.m.,5,3,-12.10109,-141.95336,Fix
#1420,71899,1/26/2010,4:39:50 p.m.,6,1,-12.10109,-141.95331,Fix
#1679,71899,2/27/2010,10:42:47 p.m.,6,1,-12.10109,-141.95326,Fix
#1731,71899,3/6/2010,10:03:39 a.m.,7,1,-12.10109,-141.95324,Fix
#1760,71899,3/10/2010,12:44:03 a.m.,5,1,-12.10109,-141.95313,Fix
#1278,71899,1/8/2010,11:50:38 p.m.,5,1,-12.10108,-141.95247,Fix
#1379,71899,1/21/2010,1:58:38 p.m.,5,2,-12.10108,-141.95311,Fix
#1385,71899,1/22/2010,7:57:39 a.m.,5,2,-12.10108,-141.95331,Fix
#1431,71899,1/28/2010,1:32:40 a.m.,6,2,-12.10108,-141.95271,Fix
#1500,71899,2/5/2010,3:39:39 p.m.,6,2,-12.10108,-141.95322,Fix
#1552,71899,2/12/2010,3:06:56 a.m.,5,1,-12.10108,-141.95323,Fix
#1575,71899,2/14/2010,11:49:38 p.m.,5,1,-12.10108,-141.95329,Fix
#1586,71899,2/16/2010,8:42:38 a.m.,6,1,-12.10108,-141.95329,Fix
#1683,71899,2/28/2010,10:36:38 a.m.,6,1,-12.10108,-141.9532,Fix
#1748,71899,3/8/2010,12:52:03 p.m.,4,2,-12.10108,-141.95326,Fix
#1084,71899,12/15/2009,7:55:39 p.m.,7,1,-12.10107,-141.95256,Fix
#1129,71899,12/21/2009,10:23:04 a.m.,6,1,-12.10107,-141.95245,Fix
#1132,71899,12/21/2009,7:20:40 p.m.,7,1,-12.10107,-141.95249,Fix
#1290,71899,1/10/2010,11:46:38 a.m.,5,5,-12.10107,-141.95259,Fix
#1473,71899,2/2/2010,6:56:02 a.m.,5,2,-12.10107,-141.95324,Fix
#1499,71899,2/5/2010,12:39:38 p.m.,7,1,-12.10107,-141.95312,Fix
#1513,71899,2/7/2010,6:33:08 a.m.,5,1,-12.10107,-141.95326,Fix
#1613,71899,2/19/2010,5:25:02 p.m.,6,1,-12.10107,-141.95322,Fix
#1629,71899,2/21/2010,5:15:02 p.m.,5,1,-12.10107,-141.95323,Fix
#1708,71899,3/3/2010,1:16:56 p.m.,5,2,-12.10107,-141.95335,Fix
#1252,71899,1/5/2010,6:04:56 p.m.,6,2,-12.10106,-141.95254,Fix
#1295,71899,1/11/2010,2:43:39 a.m.,5,1,-12.10106,-141.95314,Fix
#1327,71899,1/15/2010,2:28:39 a.m.,5,1,-12.10106,-141.95249,Fix
#1342,71899,1/16/2010,11:19:56 p.m.,3,1,-12.10106,-141.95331,Fix
#1375,71899,1/21/2010,2:02:58 a.m.,5,2,-12.10106,-141.95243,Fix
#1504,71899,2/6/2010,3:36:38 a.m.,4,3,-12.10106,-141.95332,Fix
#1541,71899,2/10/2010,6:15:56 p.m.,6,3,-12.10106,-141.95323,Fix
#1578,71899,2/15/2010,8:47:39 a.m.,8,1,-12.10106,-141.95325,Fix
#1638,71899,2/22/2010,8:09:27 p.m.,5,3,-12.10106,-141.95324,Fix
#1689,71899,3/1/2010,4:34:38 a.m.,6,1,-12.10106,-141.95327,Fix
#1354,71899,1/18/2010,11:13:38 a.m.,5,1,-12.10105,-141.95332,Fix
#1478,71899,2/2/2010,9:52:38 p.m.,5,1,-12.10105,-141.95335,Fix
#1555,71899,2/12/2010,12:05:08 p.m.,5,1,-12.10105,-141.95324,Fix
#1673,71899,2/27/2010,4:43:39 a.m.,5,1,-12.10105,-141.95319,Fix
#1730,71899,3/6/2010,7:04:02 a.m.,5,1,-12.10105,-141.95312,Fix
#1776,71899,3/12/2010,12:28:39 a.m.,5,1,-12.10105,-141.95318,Fix
#1022,71899,12/8/2009,2:38:09 a.m.,5,2,-12.10104,-141.95383,Fix
#1023,71899,12/8/2009,5:36:38 a.m.,6,1,-12.10104,-141.95393,Fix
#1288,71899,1/10/2010,5:47:38 a.m.,5,1,-12.10104,-141.95337,Fix
#1297,71899,1/11/2010,8:43:38 a.m.,5,1,-12.10104,-141.9525,Fix
#1390,71899,1/22/2010,10:57:26 p.m.,4,3,-12.10104,-141.95326,Fix
#1587,71899,2/16/2010,11:43:57 a.m.,4,2,-12.10104,-141.95335,Fix
#1589,71899,2/16/2010,5:41:39 p.m.,4,1,-12.10104,-141.95329,Fix
#1595,71899,2/17/2010,11:37:38 a.m.,4,3,-12.10104,-141.95315,Fix
#1628,71899,2/21/2010,2:13:38 p.m.,5,2,-12.10104,-141.95327,Fix
#1717,71899,3/4/2010,4:11:51 p.m.,5,1,-12.10104,-141.95333,Fix
#1442,71899,1/29/2010,10:22:08 a.m.,5,2,-12.10103,-141.95327,Fix
#1455,71899,1/31/2010,1:10:52 a.m.,4,1,-12.10103,-141.95322,Fix
#1573,71899,2/14/2010,5:50:39 p.m.,4,3,-12.10103,-141.95346,Fix
#1612,71899,2/19/2010,2:25:38 p.m.,7,1,-12.10103,-141.9532,Fix
#1634,71899,2/22/2010,8:10:38 a.m.,6,1,-12.10103,-141.95332,Fix
#1652,71899,2/24/2010,1:58:38 p.m.,6,2,-12.10103,-141.9533,Fix
#1659,71899,2/25/2010,10:54:10 a.m.,5,2,-12.10103,-141.95327,Fix
#1662,71899,2/25/2010,7:50:40 p.m.,5,1,-12.10103,-141.95316,Fix
#1686,71899,2/28/2010,7:35:08 p.m.,4,8,-12.10103,-141.9533,Fix
#1693,71899,3/1/2010,4:30:53 p.m.,7,1,-12.10103,-141.95327,Fix
#1369,71899,1/20/2010,8:06:56 a.m.,4,1,-12.10102,-141.95325,Fix
#1370,71899,1/20/2010,11:05:38 a.m.,5,2,-12.10102,-141.95325,Fix
#1412,71899,1/25/2010,4:44:32 p.m.,6,1,-12.10102,-141.95321,Fix
#1488,71899,2/4/2010,3:47:09 a.m.,5,2,-12.10102,-141.95318,Fix
#1497,71899,2/5/2010,6:40:39 a.m.,5,1,-12.10102,-141.95321,Fix
#1506,71899,2/6/2010,9:35:56 a.m.,5,2,-12.10102,-141.95316,Fix
#1507,71899,2/6/2010,12:35:38 p.m.,5,2,-12.10102,-141.9533,Fix
#1522,71899,2/8/2010,9:27:08 a.m.,5,1,-12.10102,-141.95328,Fix
#1630,71899,2/21/2010,8:13:39 p.m.,4,1,-12.10102,-141.95322,Fix
#1212,71899,12/31/2009,6:29:39 p.m.,8,2,-12.10101,-141.95264,Fix
#1227,71899,1/2/2010,3:18:38 p.m.,7,1,-12.10101,-141.95262,Fix
#1287,71899,1/10/2010,2:48:41 a.m.,6,1,-12.10101,-141.95257,Fix
#1459,71899,1/31/2010,1:08:09 p.m.,2,0,-12.10101,-141.95377,Fix
#1538,71899,2/10/2010,9:15:39 a.m.,5,1,-12.10101,-141.95316,Fix
#1582,71899,2/15/2010,8:45:38 p.m.,6,1,-12.10101,-141.95325,Fix
